state_name,state_name_slug,state_code,state_code_slug,district,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,gender,ethnicity,religion,date_of_birth,entered_office,term_end,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
Louisiana,louisiana,LA,la,3,representative,republican,Clay Higgins,clay-higgins,Clay,,Higgins,,,male,white-american,christian,8/24/1961,1/3/2017,1/3/2023,https://clayhiggins.house.gov,https://clayhiggins.house.gov/contact/email,https://facebook.com/captclayhiggins,RepClayHiggins,https://twitter.com/CaptClayHiggins,https://cdn.civil.services/us-house/headshots/512x512/clay-higgins.jpg
Oregon,oregon,OR,or,2,representative,republican,Cliff Bentz,cliff-bentz,Cliff,Stewart,Bentz,,,male,white-american,catholic,1/12/1952,1/3/2021,1/3/2023,https://bentz.house.gov,https://bentz.house.gov/contact,https://facebook.com/RepBentz,RepBentz,https://twitter.com/RepBentz,https://cdn.civil.services/us-house/headshots/512x512/cliff-bentz.jpg
Pennsylvania,pennsylvania,PA,pa,17,representative,democrat,Conor Lamb,conor-lamb,Conor,,Lamb,,,male,white-american,unspecified,6/27/1984,1/3/2019,1/3/2023,https://lamb.house.gov,https://lamb.house.gov/contact,https://facebook.com/RepConorLamb,RepConorLamb,https://twitter.com/RepConorLamb,https://cdn.civil.services/us-house/headshots/512x512/conor-lamb.jpg
Missouri,missouri,MO,mo,1,representative,democrat,Cori Bush,cori-bush,Cori,,Bush,,,female,african-american,christian,7/21/1976,1/3/2021,1/3/2023,https://bush.house.gov,https://bush.house.gov/contact,https://facebook.com/RepCori,RepCori,https://twitter.com/RepCori,https://cdn.civil.services/us-house/headshots/512x512/cori-bush.jpg
Iowa,iowa,IA,ia,3,representative,democrat,Cynthia Axne,cynthia-axne,Cynthia,,Axne,,Cindy,female,white-american,unspecified,4/20/1965,1/3/2019,1/3/2023,https://axne.house.gov,https://axne.house.gov/contact,https://facebook.com/HouseDemocrats,RepCindyAxne,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/cynthia-axne.jpg
North Carolina,north-carolina,NC,nc,9,representative,republican,Dan Bishop,dan-bishop,Dan,,Bishop,,,male,white-american,methodist,7/1/1964,11/17/2019,1/3/2023,https://danbishop.house.gov,https://danbishop.house.gov/contact,https://facebook.com/repdanbishop,RepDanBishop,https://twitter.com/RepDanBishop,https://cdn.civil.services/us-house/headshots/512x512/dan-bishop.jpg
Washington,washington,WA,wa,4,representative,republican,Dan Newhouse,dan-newhouse,Dan,,Newhouse,,,male,white-american,presbyterian,7/10/1955,1/6/2015,1/3/2023,https://newhouse.house.gov,https://newhouse.house.gov/contact,https://facebook.com/RepNewhouse,RepNewhouse,https://twitter.com/RepNewhouse,https://cdn.civil.services/us-house/headshots/512x512/dan-newhouse.jpg
Michigan,michigan,MI,mi,5,representative,democrat,Daniel Kildee,daniel-kildee,Daniel,,Kildee,,Dan,male,white-american,roman-catholic,8/11/1958,1/3/2013,1/3/2023,https://dankildee.house.gov,https://dankildee.house.gov/contact/email-me,https://facebook.com/RepDanKildee,RepDanKildee,https://twitter.com/RepDanKildee,https://cdn.civil.services/us-house/headshots/512x512/daniel-kildee.jpg
Florida,florida,FL,fl,11,representative,republican,Daniel Webster,daniel-webster,Daniel,,Webster,,Dan,male,white-american,southern-baptist,4/27/1949,1/5/2011,1/3/2023,https://webster.house.gov,https://webster.house.gov/contact,https://facebook.com/RepWebster,RepWebster,https://twitter.com/RepWebster,https://cdn.civil.services/us-house/headshots/512x512/daniel-webster.jpg
Illinois,illinois,IL,il,7,representative,democrat,Danny Davis,danny-davis,Danny,K.,Davis,,,male,african-american,baptist,9/6/1941,1/7/1997,1/3/2023,https://davis.house.gov,https://davis.house.gov/email-me,https://facebook.com/CongressmanDKDavis,RepDannyDavis,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/danny-davis.jpg
Illinois,illinois,IL,il,18,representative,republican,Darin LaHood,darin-lahood,Darin,,LaHood,,,male,white-american,roman-catholic,7/5/1968,9/17/2015,1/3/2023,https://lahood.house.gov,https://lahood.house.gov/contact,https://facebook.com/replahood,RepLaHood,https://twitter.com/RepLaHood,https://cdn.civil.services/us-house/headshots/512x512/darin-lahood.jpg
Florida,florida,FL,fl,9,representative,democrat,Darren Soto,darren-soto,Darren,,Soto,,,male,hispanic-american,roman-catholic,2/25/1978,1/3/2017,1/3/2023,https://soto.house.gov,https://soto.house.gov/contact/email,https://facebook.com/DarrenSotoFlorida,RepDarrenSoto,https://twitter.com/USRepDarrenSoto,https://cdn.civil.services/us-house/headshots/512x512/darren-soto.jpg
North Carolina,north-carolina,NC,nc,11,representative,republican,David Cawthorn,david-cawthorn,David,Madison,Cawthorn,,Madison,male,white-american,southern-baptist,8/1/1995,1/3/2021,1/3/2023,https://cawthorn.house.gov,https://cawthorn.house.gov/contact,https://facebook.com/RepCawthorn,RepCawthorn,https://twitter.com/RepCawthorn,https://cdn.civil.services/us-house/headshots/512x512/david-cawthorn.jpg
Rhode Island,rhode-island,RI,ri,1,representative,democrat,David Cicilline,david-cicilline,David,,Cicilline,,,male,white-american,jewish,7/15/1961,1/5/2011,1/3/2023,https://cicilline.house.gov,https://cicilline.house.gov/contact-me/email-me,https://facebook.com/CongressmanDavidCicilline,RepCicilline,https://twitter.com/RepCicilline,https://cdn.civil.services/us-house/headshots/512x512/david-cicilline.jpg
Ohio,ohio,OH,oh,14,representative,republican,David Joyce,david-joyce,David,,Joyce,,,male,white-american,roman-catholic,3/17/1957,1/3/2013,1/3/2023,https://joyce.house.gov,https://joyce.house.gov/email-me,https://facebook.com/RepDaveJoyce,RepDaveJoyce,https://twitter.com/RepDaveJoyce,https://cdn.civil.services/us-house/headshots/512x512/david-joyce.jpg
Tennessee,tennessee,TN,tn,8,representative,republican,David Kustoff,david-kustoff,David,,Kustoff,,,male,white-american,jewish,10/8/1966,1/3/2017,1/3/2023,https://kustoff.house.gov,https://kustoff.house.gov/contact/email,https://facebook.com/KustoffForCongress,DavidKustoff,https://twitter.com/DavidKustoff,https://cdn.civil.services/us-house/headshots/512x512/david-kustoff.jpg
West Virginia,west-virginia,WV,wv,1,representative,republican,David McKinley,david-mckinley,David,,McKinley,,,male,white-american,episcopalian,3/28/1947,1/5/2011,1/3/2023,https://mckinley.house.gov,https://mckinley.house.gov/email-me,https://facebook.com/RepMcKinley,RepMcKinley,https://twitter.com/RepMcKinley,https://cdn.civil.services/us-house/headshots/512x512/david-mckinley.jpg
North Carolina,north-carolina,NC,nc,4,representative,democrat,David Price,david-price,David,,Price,,,male,white-american,baptist,8/17/1940,1/6/1987,1/3/2023,https://priceforms.house.gov,https://priceforms.house.gov/contact,https://facebook.com/HouseDemocrats,RepDavidEPrice,https://twitter.com/RepDavidEPrice,https://cdn.civil.services/us-house/headshots/512x512/david-price.jpg
North Carolina,north-carolina,NC,nc,7,representative,republican,David Rouzer,david-rouzer,David,,Rouzer,,,male,white-american,southern-baptist,2/16/1972,1/6/2015,1/3/2023,https://rouzer.house.gov,https://rouzer.house.gov/contact/email,https://facebook.com/RepRouzer,RepDavidRouzer,https://twitter.com/RepDavidRouzer,https://cdn.civil.services/us-house/headshots/512x512/david-rouzer.jpg
Arizona,arizona,AZ,az,6,representative,republican,David Schweikert,david-schweikert,David,,Schweikert,,,male,white-american,roman-catholic,3/3/1962,1/5/2011,1/3/2023,https://schweikert.house.gov,https://schweikert.house.gov/contact,https://facebook.com/repdavidschweikert,RepDavid,https://twitter.com/RepDavid,https://cdn.civil.services/us-house/headshots/512x512/david-schweikert.jpg
Georgia,georgia,GA,ga,13,representative,democrat,David Scott,david-scott,David,,Scott,,,male,african-american,baptist,6/27/1945,1/7/2003,1/3/2023,https://davidscott.house.gov,https://davidscott.house.gov/contact/contactform.htm,https://facebook.com/RepDavidScott,repdavidscott,https://twitter.com/repdavidscott,https://cdn.civil.services/us-house/headshots/512x512/david-scott.jpg
Maryland,maryland,MD,md,6,representative,democrat,David Trone,david-trone,David,J.,Trone,,,male,white-american,unspecified,9/21/1955,1/3/2019,1/3/2023,https://trone.house.gov,https://trone.house.gov/contact,https://facebook.com/HouseDemocrats,RepDavidTrone,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/david-trone.jpg
California,california,CA,ca,21,representative,republican,David Valadao,david-valadao,David,G.,Valadao,,,male,white-american,catholic,4/14/1977,1/3/2021,1/3/2023,https://valadao.house.gov,https://valadao.house.gov/contact,https://facebook.com/CongressmanDavidValadao,RepDavidValadao,https://twitter.com/RepDavidValadao,https://cdn.civil.services/us-house/headshots/512x512/david-valadao.jpg
Minnesota,minnesota,MN,mn,3,representative,democrat,Dean Phillips,dean-phillips,Dean,,Phillips,,,male,white-american,unspecified,1/20/1969,1/3/2019,1/3/2023,https://phillips.house.gov,https://phillips.house.gov/contact,https://facebook.com/HouseDemocrats,RepDeanPhillips,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/dean-phillips.jpg
Arizona,arizona,AZ,az,8,representative,republican,Debbie  Lesko,debbie-lesko,Debbie ,,Lesko,,,female,white-american,unspecified,11/14/1958,5/7/2018,1/3/2023,https://lesko.house.gov,https://lesko.house.gov/contact,https://facebook.com/RepDebbieLesko,DebbieLesko,https://twitter.com/DebbieLesko,https://cdn.civil.services/us-house/headshots/512x512/debbie-lesko.jpg
Michigan,michigan,MI,mi,12,representative,democrat,Debbie Dingell,debbie-dingell,Debbie,,Dingell,,,female,white-american,roman-catholic,11/23/1953,1/6/2015,1/3/2023,https://debbiedingellforms.house.gov,https://debbiedingellforms.house.gov/contact,https://facebook.com/RepDebbieDingell,RepDebDingell,https://twitter.com/RepDebDingell,https://cdn.civil.services/us-house/headshots/512x512/debbie-dingell.jpg
Florida,florida,FL,fl,23,representative,democrat,Debbie Wasserman Schultz,debbie-wasserman-schultz,Debbie,,Wasserman Schultz,,,female,white-american,jewish,9/27/1966,1/4/2005,1/3/2023,https://wassermanschultz.house.gov,https://wassermanschultz.house.gov/email-me,https://facebook.com/RepDWS,RepDWStweets,https://twitter.com/RepDWStweets,https://cdn.civil.services/us-house/headshots/512x512/debbie-wasserman-schultz.jpg
North Carolina,north-carolina,NC,nc,2,representative,democrat,Deborah Ross,deborah-ross,Deborah,Koff,Ross,,,female,white-american,unitarian-universalist,6/20/1963,1/3/2021,1/3/2023,https://ross.house.gov,https://ross.house.gov/contact,https://facebook.com/RepDeborahRoss,RepDeborahRoss,https://twitter.com/RepDeborahRoss,https://cdn.civil.services/us-house/headshots/512x512/deborah-ross.jpg
Washington,washington,WA,wa,6,representative,democrat,Derek Kilmer,derek-kilmer,Derek,,Kilmer,,,male,white-american,methodist,1/1/1974,1/3/2013,1/3/2023,https://kilmer.house.gov,https://kilmer.house.gov/contact/email-me,https://facebook.com/derek.kilmer,RepDerekKilmer,https://twitter.com/RepDerekKilmer,https://cdn.civil.services/us-house/headshots/512x512/derek-kilmer.jpg
California,california,CA,ca,22,representative,republican,Devin Nunes,devin-nunes,Devin,,Nunes,,,male,white-american,roman-catholic,10/1/1973,1/7/2003,1/3/2023,https://nunes.house.gov,https://nunes.house.gov/contactform,https://facebook.com/devinnunesforcongress,RepDevinNunes,https://twitter.com/RepDevinNunes,https://cdn.civil.services/us-house/headshots/512x512/devin-nunes.jpg
Colorado,colorado,CO,co,1,representative,democrat,Diana DeGette,diana-degette,Diana,,DeGette,,,female,white-american,presbyterian,7/29/1957,1/7/1997,1/3/2023,https://degette.house.gov,https://degette.house.gov/contact/send-me-an-email,https://facebook.com/DianaDeGette,RepDianaDeGette,https://twitter.com/RepDianaDeGette,https://cdn.civil.services/us-house/headshots/512x512/diana-degette.jpg
Tennessee,tennessee,TN,tn,1,representative,republican,Diana Harshbarger,diana-harshbarger,Diana,,Harshbarger,,,female,white-american,baptist,1/1/1960,1/3/2021,1/3/2023,https://harshbarger.house.gov,https://harshbarger.house.gov/contact,https://facebook.com/RepDianaHarshbarger,RepHarshbarger,https://twitter.com/RepHarshbarger,https://cdn.civil.services/us-house/headshots/512x512/diana-harshbarger.jpg
Nevada,nevada,NV,nv,1,representative,democrat,Dina Titus,dina-titus,Dina,,Titus,,,female,white-american,eastern-orthodox,5/23/1950,1/6/2009,1/3/2023,https://titus.house.gov,https://titus.house.gov/contact/email-me,https://facebook.com/CongresswomanTitus,repdinatitus,https://twitter.com/repdinatitus,https://cdn.civil.services/us-house/headshots/512x512/dina-titus.jpg
Nebraska,nebraska,NE,ne,2,representative,republican,Don Bacon,don-bacon,Don,,Bacon,,,male,white-american,unspecified,8/16/1963,1/3/2017,1/3/2023,https://bacon.house.gov,https://bacon.house.gov/contact/email,https://facebook.com/DonJBacon,DonJBacon,https://twitter.com/DonJBacon,https://cdn.civil.services/us-house/headshots/512x512/don-bacon.jpg
Virginia,virginia,VA,va,8,representative,democrat,Don Beyer,don-beyer,Don,,Beyer,,,male,white-american,episcopalian,6/20/1950,1/6/2015,1/3/2023,https://beyer.house.gov,https://beyer.house.gov/contact,https://facebook.com/RepDonBeyer,RepDonBeyer,https://twitter.com/RepDonBeyer,https://cdn.civil.services/us-house/headshots/512x512/don-beyer.jpg
Alaska,alaska,AK,ak,,representative,republican,Don Young,don-young,Don,,Young,,,male,white-american,episcopalian,6/9/1933,1/3/1973,1/3/2023,https://donyoung.house.gov,https://donyoung.house.gov/contact,https://facebook.com/RepDonYoung,repdonyoung,https://twitter.com/repdonyoung,https://cdn.civil.services/us-house/headshots/512x512/don-young.jpg
Virginia,virginia,VA,va,4,representative,democrat,Donald McEachin,donald-mceachin,Donald,,McEachin,,,male,african-american,baptist,10/10/1961,1/3/2017,1/3/2023,https://mceachin.house.gov,https://mceachin.house.gov/contact/email,https://facebook.com/A-Donald-McEachin-299511650083944,Donald_McEachin,https://twitter.com/Donald_McEachin,https://cdn.civil.services/us-house/headshots/512x512/donald-mceachin.jpg
New Jersey,new-jersey,NJ,nj,1,representative,democrat,Donald Norcross,donald-norcross,Donald,,Norcross,,,male,white-american,lutheran,12/13/1958,11/12/2014,1/3/2023,https://norcross.house.gov,https://norcross.house.gov/contact/email-me,https://facebook.com/DonaldNorcrossNJ,DonaldNorcross,https://twitter.com/DonaldNorcross,https://cdn.civil.services/us-house/headshots/512x512/donald-norcross.jpg
New Jersey,new-jersey,NJ,nj,10,representative,democrat,Donald Payne,donald-payne,Donald,,Payne,Jr.,,male,african-american,baptist,12/17/1958,11/15/2012,1/3/2023,https://payne.house.gov,https://payne.house.gov/contact/email-me,https://facebook.com/DonaldPayneJr,RepDonaldPayne,https://twitter.com/RepDonaldPayne,https://cdn.civil.services/us-house/headshots/512x512/donald-payne.jpg
California,california,CA,ca,6,representative,democrat,Doris Matsui,doris-matsui,Doris,O.,Matsui,,,female,asian-american,methodist,9/25/1944,3/10/2005,1/3/2023,https://matsui.house.gov,https://matsui.house.gov/email-representative-matsui,https://facebook.com/doris.matsui,DorisMatsui,https://twitter.com/DorisMatsui,https://cdn.civil.services/us-house/headshots/512x512/doris-matsui.jpg
California,california,CA,ca,1,representative,republican,Doug LaMalfa,doug-lamalfa,Doug,,LaMalfa,,,male,white-american,christian,7/2/1960,1/3/2013,1/3/2023,https://lamalfa.house.gov,https://lamalfa.house.gov/contact/email-me,https://facebook.com/RepLaMalfa,RepLaMalfa,https://twitter.com/RepLaMalfa,https://cdn.civil.services/us-house/headshots/512x512/doug-lamalfa.jpg
Colorado,colorado,CO,co,5,representative,republican,Doug Lamborn,doug-lamborn,Doug,,Lamborn,,,male,white-american,christian,5/24/1954,1/4/2007,1/3/2023,https://lamborn.house.gov,https://lamborn.house.gov/contact/leave-a-comment.htm,https://facebook.com/CongressmanDougLamborn,RepDLamborn,https://twitter.com/RepDLamborn,https://cdn.civil.services/us-house/headshots/512x512/doug-lamborn.jpg
Georgia,georgia,GA,ga,3,representative,republican,Drew Ferguson,drew-ferguson,Drew,A.,Ferguson,,,male,white-american,unspecified,11/15/1967,1/3/2017,1/3/2023,https://ferguson.house.gov,https://ferguson.house.gov/contact/email,https://facebook.com/drewfergusonforcongress,RepDrewFerguson,https://twitter.com/DrewFergusonGA,https://cdn.civil.services/us-house/headshots/512x512/drew-ferguson.jpg
Maryland,maryland,MD,md,2,representative,democrat,Dutch Ruppersberger,dutch-ruppersberger,Dutch,,Ruppersberger,,,male,white-american,methodist,1/31/1946,1/7/2003,1/3/2023,https://ruppersberger.house.gov,https://ruppersberger.house.gov/contact-dutch/email-dutch,https://facebook.com/DutchRupp,Call_Me_Dutch,https://twitter.com/Call_Me_Dutch,https://cdn.civil.services/us-house/headshots/512x512/dutch-ruppersberger.jpg
Pennsylvania,pennsylvania,PA,pa,3,representative,democrat,Dwight Evans,dwight-evans,Dwight,,Evans,,,male,african-american,unspecified,5/16/1954,11/14/2016,1/3/2023,https://evans.house.gov,https://evans.house.gov/contact/email,https://facebook.com/RepresentativeDwightEvans,RepDwightEvans,https://twitter.com/RepDwightEvans,https://cdn.civil.services/us-house/headshots/512x512/dwight-evans.jpg
Oregon,oregon,OR,or,3,representative,democrat,Earl Blumenauer,earl-blumenauer,Earl,,Blumenauer,,,male,white-american,protestant,8/16/1948,5/21/1996,1/3/2023,https://blumenauerforms.house.gov,https://blumenauerforms.house.gov/forms/writeyourrep,https://facebook.com/blumenauer,repblumenauer,https://twitter.com/repblumenauer,https://cdn.civil.services/us-house/headshots/512x512/earl-blumenauer.jpg
Hawaii,hawaii,HI,hi,1,representative,democrat,Ed Case,ed-case,Ed,,Case,,,male,white-american,unspecified,9/27/1952,1/3/2019,1/3/2023,https://case.house.gov,https://case.house.gov/contact,https://facebook.com/HouseDemocrats,RepEdCase,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/ed-case.jpg
Colorado,colorado,CO,co,7,representative,democrat,Ed Perlmutter,ed-perlmutter,Ed,,Perlmutter,,,male,white-american,methodist,5/1/1953,1/4/2007,1/3/2023,https://perlmutter.house.gov,https://perlmutter.house.gov/contact,https://facebook.com/RepPerlmutter,RepPerlmutter,https://twitter.com/RepPerlmutter,https://cdn.civil.services/us-house/headshots/512x512/ed-perlmutter.jpg
Texas,texas,TX,tx,30,representative,democrat,Eddie Bernice Johnson,eddie-bernice-johnson,Eddie Bernice,,Johnson,,,female,african-american,baptist,12/3/1935,1/5/1993,1/3/2023,https://ebjohnson.house.gov,https://ebjohnson.house.gov/contact/email-me,https://facebook.com/CongresswomanEBJtx30,RepEBJ,https://twitter.com/RepEBJ,https://cdn.civil.services/us-house/headshots/512x512/eddie-bernice-johnson.jpg
New York,new-york,NY,ny,21,representative,republican,Elise Stefanik,elise-stefanik,Elise,,Stefanik,,,female,white-american,roman-catholic,7/2/1984,1/6/2015,1/3/2023,https://stefanik.house.gov,https://stefanik.house.gov/contact/email,https://facebook.com/RepEliseStefanik,RepStefanik,https://twitter.com/RepStefanik,https://cdn.civil.services/us-house/headshots/512x512/elise-stefanik.jpg
Michigan,michigan,MI,mi,8,representative,democrat,Elissa Slotkin,elissa-slotkin,Elissa,,Slotkin,,,female,white-american,unspecified,7/10/1976,1/3/2019,1/3/2023,https://slotkin.house.gov,https://slotkin.house.gov/contact,https://facebook.com/HouseDemocrats,RepSlotkin,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/elissa-slotkin.jpg
Missouri,missouri,MO,mo,5,representative,democrat,Emanuel Cleaver,emanuel-cleaver,Emanuel,,Cleaver,,,male,african-american,methodist,10/26/1944,1/4/2005,1/3/2023,https://cleaver.house.gov,https://cleaver.house.gov/contact/email-me,https://facebook.com/emanuelcleaverii,repcleaver,https://twitter.com/repcleaver,https://cdn.civil.services/us-house/headshots/512x512/emanuel-cleaver.jpg
California,california,CA,ca,15,representative,democrat,Eric Swalwell,eric-swalwell,Eric,,Swalwell,,,male,white-american,christian,11/16/1980,1/3/2013,1/3/2023,https://swalwell.house.gov,https://swalwell.house.gov/contact,https://facebook.com/RepBarbaraLee,RepSwalwell,https://twitter.com/RepSwalwell,https://cdn.civil.services/us-house/headshots/512x512/eric-swalwell.jpg
Texas,texas,TX,tx,23,representative,republican,Ernest Gonzales,ernest-gonzales,Ernest,Anthony,Gonzales,II,Tony,male,hispanic-american,catholic,10/10/1980,1/3/2021,1/3/2023,https://gonzales.house.gov,https://gonzales.house.gov/contact,https://facebook.com/RepTonyGonzales,RepTonyGonzales,https://twitter.com/RepTonyGonzales,https://cdn.civil.services/us-house/headshots/512x512/ernest-gonzales.jpg
Alabama,alabama,AL,al,2,representative,republican,Felix Moore,felix-moore,Felix,Barry,Moore,,Barry,male,white-american,christian,9/26/1966,1/3/2021,1/3/2023,https://barrymoore.house.gov,https://barrymoore.house.gov/contact,https://facebook.com/RepBarryMoore,RepBarryMoore,https://twitter.com/RepBarryMoore,https://cdn.civil.services/us-house/headshots/512x512/felix-moore.jpg
Texas,texas,TX,tx,34,representative,democrat,Filemon Vela,filemon-vela,Filemon,,Vela,,,male,hispanic-american,roman-catholic,2/13/1963,1/3/2013,1/3/2023,https://vela.house.gov,https://vela.house.gov/contact,https://facebook.com/UsCongressmanFilemonVela,RepFilemonVela,https://twitter.com/RepFilemonVela,https://cdn.civil.services/us-house/headshots/512x512/filemon-vela.jpg
Oklahoma,oklahoma,OK,ok,3,representative,republican,Frank Lucas,frank-lucas,Frank,,Lucas,,,male,white-american,southern-baptist,1/6/1960,5/10/1993,1/3/2023,https://lucas.house.gov,https://lucas.house.gov/contact-me/email-me,https://facebook.com/RepFrankLucas,RepFrankLucas,https://twitter.com/RepFrankLucas,https://cdn.civil.services/us-house/headshots/512x512/frank-lucas.jpg
Indiana,indiana,IN,in,1,representative,democrat,Frank Mrvan,frank-mrvan,Frank,John,Mrvan,,,male,white-american,catholic,4/16/1969,1/3/2021,1/3/2023,https://mrvan.house.gov,https://mrvan.house.gov/contact,https://facebook.com/RepMrvan,RepMrvan,https://twitter.com/HouseDemocrats,https://cdn.civil.services/us-house/headshots/512x512/frank-mrvan.jpg
New Jersey,new-jersey,NJ,nj,6,representative,democrat,Frank Pallone,frank-pallone,Frank,,Pallone,Jr.,,male,white-american,roman-catholic,10/30/1951,1/6/1987,1/3/2023,https://palloneforms.house.gov,https://palloneforms.house.gov/contact/email,https://facebook.com/RepFrankPallone,FrankPallone,https://twitter.com/FrankPallone,https://cdn.civil.services/us-house/headshots/512x512/frank-pallone.jpg
Pennsylvania,pennsylvania,PA,pa,12,representative,republican,Fred Keller,fred-keller,Fred,,Keller,,,male,white-american,unspecified,10/23/1965,6/3/2019,1/3/2023,https://keller.house.gov,https://keller.house.gov/contact,https://facebook.com/CongressmanFredKeller,RepFredKeller,https://twitter.com/RepFredKeller,https://cdn.civil.services/us-house/headshots/512x512/fred-keller.jpg
Michigan,michigan,MI,mi,6,representative,republican,Fred Upton,fred-upton,Fred,,Upton,,,male,white-american,congregationalist,4/23/1953,1/6/1987,1/3/2023,https://upton.house.gov,https://upton.house.gov/contact/zipauth.htm,https://facebook.com/RepFredUpton,RepFredUpton,https://twitter.com/RepFredUpton,https://cdn.civil.services/us-house/headshots/512x512/fred-upton.jpg
Florida,florida,FL,fl,24,representative,democrat,Frederica Wilson,frederica-wilson,Frederica,,Wilson,,,female,african-american,episcopalian,11/5/1942,1/5/2011,1/3/2023,https://wilson.house.gov,https://wilson.house.gov/contact,https://facebook.com/RepWilson,RepWilson,https://twitter.com/RepWilson,https://cdn.civil.services/us-house/headshots/512x512/frederica-wilson.jpg
Arkansas,arkansas,AR,ar,2,representative,republican,French Hill,french-hill,French,,Hill,,,male,white-american,roman-catholic,12/5/1956,1/6/2015,1/3/2023,https://hill.house.gov,https://hill.house.gov/contact/email,https://facebook.com/RepFrenchHill,RepFrenchHill,https://twitter.com/RepFrenchHill,https://cdn.civil.services/us-house/headshots/512x512/french-hill.jpg
North Carolina,north-carolina,NC,nc,1,representative,democrat,G.K. Butterfield,gk-butterfield,G.K.,,Butterfield,,,male,african-american,baptist,4/27/1947,7/21/2004,1/3/2023,https://butterfield.house.gov,https://butterfield.house.gov/contact/email-me,https://facebook.com/congressmangkbutterfield,GKButterfield,https://twitter.com/GKButterfield,https://cdn.civil.services/us-house/headshots/512x512/gk-butterfield.jpg
Louisiana,louisiana,LA,la,6,representative,republican,Garret Graves,garret-graves,Garret,,Graves,,,male,white-american,roman-catholic,1/31/1972,1/6/2015,1/3/2023,https://garretgraves.house.gov,https://garretgraves.house.gov/contact/email,https://facebook.com/CongressmanGarretGraves,garretgraves,https://twitter.com/garretgraves,https://cdn.civil.services/us-house/headshots/512x512/garret-graves.jpg
Alabama,alabama,AL,al,6,representative,republican,Gary Palmer,gary-palmer,Gary,,Palmer,,,male,white-american,christian,5/14/1954,1/6/2015,1/3/2023,https://palmer.house.gov,https://palmer.house.gov/contact,https://facebook.com/CongressmanGaryPalmer,USRepGaryPalmer,https://twitter.com/USRepGaryPalmer,https://cdn.civil.services/us-house/headshots/512x512/gary-palmer.jpg
Virginia,virginia,VA,va,11,representative,democrat,Gerald Connolly,gerald-connolly,Gerald,E.,Connolly,,Gerry,male,white-american,roman-catholic,3/30/1950,1/6/2009,1/3/2023,https://connolly.house.gov,https://connolly.house.gov/contact/contact-gerry.htm,https://facebook.com/pagesCongressman-Gerry-Connolly/177164035838,GerryConnolly,https://twitter.com/GerryConnolly,https://cdn.civil.services/us-house/headshots/512x512/gerald-connolly.jpg
Wisconsin,wisconsin,WI,wi,6,representative,republican,Glenn Grothman,glenn-grothman,Glenn,,Grothman,,,male,white-american,lutheran,7/3/1955,1/6/2015,1/3/2023,https://grothman.house.gov,https://grothman.house.gov/contact,https://facebook.com/RepGrothman,RepGrothman,https://twitter.com/RepGrothman,https://cdn.civil.services/us-house/headshots/512x512/glenn-grothman.jpg
Pennsylvania,pennsylvania,PA,pa,15,representative,republican,Glenn Thompson,glenn-thompson,Glenn,W.,Thompson,,,male,white-american,protestant,7/27/1959,1/6/2009,1/3/2023,https://thompson.house.gov,https://thompson.house.gov/contact-me/email-me,https://facebook.com/CongressmanGT,CongressmanGT,https://twitter.com/CongressmanGT,https://cdn.civil.services/us-house/headshots/512x512/glenn-thompson.jpg
New York,new-york,NY,ny,6,representative,democrat,Grace Meng,grace-meng,Grace,,Meng,,,female,asian-american,christian,10/1/1975,1/3/2013,1/3/2023,https://meng.house.gov,https://meng.house.gov/contact/email-me,https://facebook.com/repgracemeng,RepGraceMeng,https://twitter.com/RepGraceMeng,https://cdn.civil.services/us-house/headshots/512x512/grace-meng.jpg
California,california,CA,ca,32,representative,democrat,Grace Napolitano,grace-napolitano,Grace,,Napolitano,,,female,hispanic-american,roman-catholic,12/4/1936,1/6/1999,1/3/2023,https://napolitano.house.gov,https://napolitano.house.gov/contact-me/email-me,https://facebook.com/RepGraceNapolitano,gracenapolitano,https://twitter.com/gracenapolitano,https://cdn.civil.services/us-house/headshots/512x512/grace-napolitano.jpg
Arizona,arizona,AZ,az,9,representative,democrat,Greg Stanton,greg-stanton,Greg,,Stanton,,,male,white-american,unspecified,3/8/1970,1/3/2019,1/3/2023,https://stanton.house.gov,https://stanton.house.gov/contact/email-me,https://facebook.com/stantonforarizona,gregstantonaz,https://twitter.com/gregstantonaz,https://cdn.civil.services/us-house/headshots/512x512/greg-stanton.jpg
New York,new-york,NY,ny,5,representative,democrat,Gregory Meeks,gregory-meeks,Gregory,W.,Meeks,,,male,african-american,baptist,9/25/1953,1/7/1997,1/3/2023,https://meeks.house.gov,https://meeks.house.gov/contact-me/email-me,https://facebook.com/gregorymeeksny05,RepGregoryMeeks,https://twitter.com/GregoryMeeks,https://cdn.civil.services/us-house/headshots/512x512/gregory-meeks.jpg
